00001;1;1361
00001;1;1361
00001;1;1361
00001;1;1361
00001;1;1361
00001;1;1361
00001;1;1361
00001;1;1361
00001;1;1361
00001;1;1361
00001;1;1361
00001;1;1361
00001;1;1361
00001;3;1361
00001;3;1361
00001;3;1361
00001;3;1361
00001;3;1361
00001;3;1361
00001;3;1361
00001;3;1361
00001;3;1361
00001;3;1361
00001;3;1361
00001;4;1361
00001;4;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;5;1361
00001;6;1361
00001;6;1361
00001;6;1361
00001;6;1361
00001;6;1361
00001;6;1361
00001;7;1361
00001;7;1361
00001;7;1361
00001;7;1361
00001;7;1361
00001;7;1361
00001;8;1361
00001;8;1361
00001;8;1361
00001;8;1361
00001;8;1361
00001;8;1361
00001;8;1361
00001;9;1361
00001;9;1361
00001;9;1361
00001;9;1361
00001;10;1361
00001;10;1361
00001;10;1361
00001;10;1361
00001;11;1361
00001;11;1361
00001;11;1361
00001;11;1361
00001;12;1361
00001;12;1361
00001;13;1361
00001;13;1361
00001;13;1361
00001;13;1361
00001;13;1361
00001;14;1361
00001;14;1361
00001;14;1361
00001;14;1361
00001;14;1361
00001;14;1361
00001;14;1361
00001;14;1361
00001;14;1361
00001;14;1361
00001;14;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;15;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;16;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;17;1361
00001;18;1361
00001;19;1361
00001;19;1361
00001;19;1361
00001;19;1361
00001;19;1361
00001;19;1361
00001;20;1361
00001;20;1361
00001;20;1361
00001;20;1361
00001;20;1361
00001;21;1361
00001;21;1361
00001;21;1361
00001;21;1361
00001;21;1361
00001;21;1361
00001;21;1361
00001;21;1361
00001;21;1361
00001;21;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;22;1361
00001;23;1361
00001;23;1361
